,comp_tokens,comp_ids,simp_tokens,simp_ids,edit_labels,new_edit_ids,comp_pos_tags,comp_pos_ids
10,"['cdisc', 'findings', 'class', 'are', 'new', 'since', 'the', 'act', 'relationship', 'subset', '-', 'previous', 'examination', '.']","[    1  6233   857    32    57   127     6   486  1065 11173    74   813
  5544     8]","['cdisc', 'findings', 'class', 'are', 'new', 'since', 'the', 'act', 'relationship', 'subset', '-', 'previous', 'examination', '.']","[    1  6233   857    32    57   127     6   486  1065 11173    74   813
  5544     8]",[],[],"[('cdisc', 'JJ'), ('findings', 'NNS'), ('class', 'NN'), ('are', 'VBP'), ('new', 'JJ'), ('since', 'IN'), ('the', 'DT'), ('act', 'NN'), ('relationship', 'NN'), ('subset', 'VBN'), ('-', ':'), ('previous', 'JJ'), ('examination', 'NN'), ('.', '.')]","[13, 29, 19, 11, 13, 40, 16, 19, 19, 8, 28, 13, 19, 24]"
11,"['decreased', 'enhance', '(action)', 'of', 'the', 'right', 'kidney', 'in', 'comparison', 'to', 'the', 'left', 'during', 'the', 'arterial', 'phase', 'may', 'reflecting', 'a', 'kidney', 'compromise', '.']","[ 6681  8987     1     9     6   525  7073    11  3654    13     6   273
    73     6 14402  2251    67  6947    12  7073  7444     8]","['decreased', 'enhance', '(action)', 'of', 'the', 'right', 'kidney', 'in', 'comparison', 'to', 'the', 'left', 'during', 'the', 'arterial', 'phase', 'may', 'reflecting', 'a', 'kidney', 'compromise', '.']","[ 6681  8987     1     9     6   525  7073    11  3654    13     6   273
    73     6 14402  2251    67  6947    12  7073  7444     8]",[],[],"[('decreased', 'VBN'), ('enhance', 'NN'), ('(action)', 'NN'), ('of', 'IN'), ('the', 'DT'), ('right', 'JJ'), ('kidney', 'NN'), ('in', 'IN'), ('comparison', 'NN'), ('to', 'TO'), ('the', 'DT'), ('left', 'NN'), ('during', 'IN'), ('the', 'DT'), ('arterial', 'JJ'), ('phase', 'NN'), ('may', 'MD'), ('reflecting', 'VBG'), ('a', 'DT'), ('kidney', 'NN'), ('compromise', 'NN'), ('.', '.')]","[8, 19, 19, 40, 16, 13, 19, 40, 19, 25, 16, 19, 40, 16, 13, 19, 42, 5, 16, 19, 19, 24]"
12,"['patient', 'condition', 'code', '-', 'stable', 'epidermal', 'cgvhd', 'score', '2', 'pelviectasis', 'is', 'again', 'notable', 'in', 'the', 'left', 'kidney', '.']","[5819 2427 1404   74 2383    1    1 1702  170    1   14  433 1123   11
    6  273 7073    8]","['patient', 'condition', 'code', '-', 'stable', 'epidermal', 'cgvhd', 'score', '2', 'pelviectasis', 'is', 'again', 'notable', 'in', 'the', 'left', 'kidney', '.']","[5819 2427 1404   74 2383    1    1 1702  170    1   14  433 1123   11
    6  273 7073    8]",[],[],"[('patient', 'JJ'), ('condition', 'NN'), ('code', 'NN'), ('-', ':'), ('stable', 'JJ'), ('epidermal', 'JJ'), ('cgvhd', 'NN'), ('score', 'VBD'), ('2', 'CD'), ('pelviectasis', 'NN'), ('is', 'VBZ'), ('again', 'RB'), ('notable', 'JJ'), ('in', 'IN'), ('the', 'DT'), ('left', 'JJ'), ('kidney', 'NN'), ('.', '.')]","[13, 19, 19, 28, 13, 13, 19, 6, 37, 19, 15, 27, 13, 40, 16, 13, 19, 24]"
13,"['no', 'maasai', 'language', 'is', 'container', 'status', '-', 'identified', 'in', 'the', 'both', 'kidneys', '.']","[  113     1   283    14  6031   914    74  1678    11     6   108 14575
     8]","['no', 'maasai', 'language', 'is', 'container', 'status', '-', 'identified', 'in', 'the', 'both', 'kidneys', '.']","[  113     1   283    14  6031   914    74  1678    11     6   108 14575
     8]",[],[],"[('no', 'DT'), ('maasai', 'JJ'), ('language', 'NN'), ('is', 'VBZ'), ('container', 'JJ'), ('status', 'NN'), ('-', ':'), ('identified', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('both', 'DT'), ('kidneys', 'NNS'), ('.', '.')]","[16, 13, 19, 15, 13, 19, 28, 8, 40, 16, 16, 29, 24]"
14,"['no', 'mass', 'of', 'body', 'region', 'seen', 'along', 'the', 'structure', 'of', 'right', 'ureter', '.']",[113 600   9 281 315 561 243   6 641   9 525   1   8],"['no', 'mass', 'of', 'body', 'region', 'seen', 'along', 'the', 'structure', 'of', 'right', 'ureter', '.']",[113 600   9 281 315 561 243   6 641   9 525   1   8],[],[],"[('no', 'DT'), ('mass', 'NN'), ('of', 'IN'), ('body', 'NN'), ('region', 'NN'), ('seen', 'VBN'), ('along', 'IN'), ('the', 'DT'), ('structure', 'NN'), ('of', 'IN'), ('right', 'JJ'), ('ureter', 'NN'), ('.', '.')]","[16, 19, 40, 19, 19, 8, 40, 16, 19, 40, 13, 19, 24]"
15,"['postoperative', 'period', 'changed', 'status', 'are', 'seen', 'from', 'a', 'distal', 'subtotal', 'pancreatectomy', 'and', 'cholecystectomy', 'procedure', 'representation', '(action)', 'act', 'relationship', 'subset', '-', 'previous', 'pancreaticoduodenectomy', '.']","[    1   239   837   914    32   561    26    12 29190     1     1    10
     1  5154  3966     1   486  1065 11173    74   813     1     8]","['postoperative', 'period', 'changed', 'status', 'are', 'seen', 'from', 'a', 'distal', 'subtotal', 'pancreatectomy', 'and', 'cholecystectomy', 'procedure', 'representation', '(action)', 'act', 'relationship', 'subset', '-', 'previous', 'pancreaticoduodenectomy', '.']","[    1   239   837   914    32   561    26    12 29190     1     1    10
     1  5154  3966     1   486  1065 11173    74   813     1     8]",[],[],"[('postoperative', 'JJ'), ('period', 'NN'), ('changed', 'VBD'), ('status', 'NN'), ('are', 'VBP'), ('seen', 'VBN'), ('from', 'IN'), ('a', 'DT'), ('distal', 'JJ'), ('subtotal', 'JJ'), ('pancreatectomy', 'NN'), ('and', 'CC'), ('cholecystectomy', 'JJ'), ('procedure', 'NN'), ('representation', 'NN'), ('(action)', 'NNP'), ('act', 'NN'), ('relationship', 'NN'), ('subset', 'VBN'), ('-', ':'), ('previous', 'JJ'), ('pancreaticoduodenectomy', 'NN'), ('.', '.')]","[13, 19, 6, 19, 11, 8, 40, 16, 13, 13, 19, 33, 13, 19, 19, 30, 19, 19, 8, 28, 13, 19, 24]"
16,"['there', 'is', 'dilatation', 'of', 'the', 'pancreatic', 'duct', 'in', 'the', 'adult', 'human', 'body', 'and', 'tail', '.']","[   77    14     1     9     6 16936 16667    11     6  1255   385   281
    10  1766     8]","['there', 'is', 'dilatation', 'of', 'the', 'pancreatic', 'duct', 'in', 'the', 'adult', 'human', 'body', 'and', 'tail', '.']","[   77    14     1     9     6 16936 16667    11     6  1255   385   281
    10  1766     8]",[],[],"[('there', 'EX'), ('is', 'VBZ'), ('dilatation', 'NN'), ('of', 'IN'), ('the', 'DT'), ('pancreatic', 'JJ'), ('duct', 'NN'), ('in', 'IN'), ('the', 'DT'), ('adult', 'NN'), ('human', 'JJ'), ('body', 'NN'), ('and', 'CC'), ('tail', 'NN'), ('.', '.')]","[39, 15, 19, 40, 16, 13, 19, 40, 16, 19, 13, 19, 33, 19, 24]"
17,"['no', 'episodic', 'maasai', 'language', 'is', 'seen', 'in', 'the', 'pancreas', 'or', 'anastomosis', '.']",[  113 24454     1   283    14   561    11     6 21110    34     1     8],"['no', 'episodic', 'maasai', 'language', 'is', 'seen', 'in', 'the', 'pancreas', 'or', 'anastomosis', '.']",[  113 24454     1   283    14   561    11     6 21110    34     1     8],[],[],"[('no', 'DT'), ('episodic', 'JJ'), ('maasai', 'NN'), ('language', 'NN'), ('is', 'VBZ'), ('seen', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('pancreas', 'NNS'), ('or', 'CC'), ('anastomosis', 'NN'), ('.', '.')]","[16, 13, 19, 19, 15, 8, 40, 16, 29, 33, 19, 24]"
18,"['there', 'is', 'epidermal', 'cgvhd', 'score', '2', 'prominence', 'of', 'the', 'biliary', 'ducts', 'in', 'the', 'left', 'lobe', 'of', 'liver', '.']","[   77    14     1     1  1702   170  5097     9     6     1 18472    11
     6   273  9408     9  5000     8]","['there', 'is', 'epidermal', 'cgvhd', 'score', '2', 'prominence', 'of', 'the', 'biliary', 'ducts', 'in', 'the', 'left', 'lobe', 'of', 'liver', '.']","[   77    14     1     1  1702   170  5097     9     6     1 18472    11
     6   273  9408     9  5000     8]",[],[],"[('there', 'EX'), ('is', 'VBZ'), ('epidermal', 'JJ'), ('cgvhd', 'NN'), ('score', 'VBD'), ('2', 'CD'), ('prominence', 'NN'), ('of', 'IN'), ('the', 'DT'), ('biliary', 'JJ'), ('ducts', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('left', 'JJ'), ('lobe', 'NN'), ('of', 'IN'), ('liver', 'NN'), ('.', '.')]","[39, 15, 13, 19, 6, 37, 19, 40, 16, 13, 29, 40, 16, 13, 19, 40, 19, 24]"
19,"['no', 'filling', 'defect', 'is', 'seen', 'within', 'the', 'common', 'duct', '.']",[  113  6333 18673    14   561   221     6   200 16667     8],"['no', 'filling', 'defect', 'is', 'seen', 'within', 'the', 'common', 'duct', '.']",[  113  6333 18673    14   561   221     6   200 16667     8],[],[],"[('no', 'DT'), ('filling', 'NN'), ('defect', 'NN'), ('is', 'VBZ'), ('seen', 'VBN'), ('within', 'IN'), ('the', 'DT'), ('common', 'JJ'), ('duct', 'NN'), ('.', '.')]","[16, 19, 19, 15, 8, 40, 16, 13, 19, 24]"
20,"['spleen', 'and', 'adrenal', 'glands', 'are', 'normal', '.']",[   1   10    1 4743   32    1    8],"['spleen', 'and', 'adrenal', 'glands', 'are', 'normal', '.']",[   1   10    1 4743   32    1    8],[],[],"[('spleen', 'NN'), ('and', 'CC'), ('adrenal', 'JJ'), ('glands', 'NNS'), ('are', 'VBP'), ('normal', 'JJ'), ('.', '.')]","[19, 33, 13, 29, 11, 13, 24]"
21,"['no', 'effusion', 'or', 'lymphadenopathy', 'seen', '.']",[113   1  34   1 561   8],"['no', 'effusion', 'or', 'lymphadenopathy', 'seen', '.']",[113   1  34   1 561   8],[],[],"[('no', 'DT'), ('effusion', 'NN'), ('or', 'CC'), ('lymphadenopathy', 'JJ'), ('seen', 'VBN'), ('.', '.')]","[16, 19, 33, 13, 8, 24]"
22,"['no', 'intestinal', 'obstruction', 'is', 'container', 'status', '-', 'identified', '.']",[  113 23016 18722    14  6031   914    74  1678     8],"['no', 'intestinal', 'obstruction', 'is', 'container', 'status', '-', 'identified', '.']",[  113 23016 18722    14  6031   914    74  1678     8],[],[],"[('no', 'DT'), ('intestinal', 'JJ'), ('obstruction', 'NN'), ('is', 'VBZ'), ('container', 'JJ'), ('status', 'NN'), ('-', ':'), ('identified', 'VBN'), ('.', '.')]","[16, 13, 19, 15, 13, 19, 28, 8, 24]"
23,"['anterior', 'hernia', 'of', 'abdominal', 'cavity', 'is', 'again', 'notable', 'contain', '(action)', 'small', 'bowel', 'without', 'evidence', 'of', 'strangulation', '.']","[ 9483     1     9 10926  7370    14   433  1123  1470     1   168 21886
   402   898     9     1     8]","['anterior', 'hernia', 'of', 'abdominal', 'cavity', 'is', 'again', 'notable', 'contain', '(action)', 'small', 'bowel', 'without', 'evidence', 'of', 'strangulation', '.']","[ 9483     1     9 10926  7370    14   433  1123  1470     1   168 21886
   402   898     9     1     8]",[],[],"[('anterior', 'JJ'), ('hernia', 'NN'), ('of', 'IN'), ('abdominal', 'JJ'), ('cavity', 'NN'), ('is', 'VBZ'), ('again', 'RB'), ('notable', 'JJ'), ('contain', 'NN'), ('(action)', 'NNP'), ('small', 'JJ'), ('bowel', 'NN'), ('without', 'IN'), ('evidence', 'NN'), ('of', 'IN'), ('strangulation', 'NN'), ('.', '.')]","[13, 19, 40, 13, 19, 15, 27, 13, 19, 30, 13, 19, 40, 19, 40, 19, 24]"
24,"['there', 'is', 'marked', 's-shapes', 'scoliosis', 'of', 'the', 'thoracolumbar', 'spine', '.']",[   77    14  1612     1     1     9     6     1 12672     8],"['there', 'is', 'marked', 's-shapes', 'scoliosis', 'of', 'the', 'thoracolumbar', 'spine', '.']",[   77    14  1612     1     1     9     6     1 12672     8],[],[],"[('there', 'EX'), ('is', 'VBZ'), ('marked', 'VBN'), ('s-shapes', 'JJ'), ('scoliosis', 'NN'), ('of', 'IN'), ('the', 'DT'), ('thoracolumbar', 'NN'), ('spine', 'NN'), ('.', '.')]","[39, 15, 8, 13, 19, 40, 16, 19, 19, 24]"
25,"['no', 'metastatic', 'disease', 'clinical', 'trial', 'setting', 'bone', 'lesion', 'are', 'container', 'status', '-', 'identified', '.']",[ 113    1 1110 6272 2955 2092 3229    1   32 6031  914   74 1678    8],"['no', 'metastatic', 'disease', 'clinical', 'trial', 'setting', 'bone', 'lesion', 'are', 'container', 'status', '-', 'identified', '.']",[ 113    1 1110 6272 2955 2092 3229    1   32 6031  914   74 1678    8],[],[],"[('no', 'DT'), ('metastatic', 'JJ'), ('disease', 'NN'), ('clinical', 'JJ'), ('trial', 'NN'), ('setting', 'VBG'), ('bone', 'NN'), ('lesion', 'NN'), ('are', 'VBP'), ('container', 'NN'), ('status', 'NN'), ('-', ':'), ('identified', 'VBN'), ('.', '.')]","[16, 13, 19, 13, 19, 5, 19, 19, 11, 19, 19, 28, 8, 24]"
26,"['data', 'type', 'interval', 'biologic', 'development', 'of', 'marked', 'hydronephrosis', 'dilatation', 'of', 'ureter', 'in', 'the', 'right', 'kidney', '.']","[ 926  485 6362    1  405    9 1612    1    1    9    1   11    6  525
 7073    8]","['data', 'type', 'interval', 'biologic', 'development', 'of', 'marked', 'hydronephrosis', 'dilatation', 'of', 'ureter', 'in', 'the', 'right', 'kidney', '.']","[ 926  485 6362    1  405    9 1612    1    1    9    1   11    6  525
 7073    8]",[],[],"[('data', 'NNS'), ('type', 'NN'), ('interval', 'NN'), ('biologic', 'NN'), ('development', 'NN'), ('of', 'IN'), ('marked', 'JJ'), ('hydronephrosis', 'NN'), ('dilatation', 'NN'), ('of', 'IN'), ('ureter', 'NN'), ('in', 'IN'), ('the', 'DT'), ('right', 'JJ'), ('kidney', 'NN'), ('.', '.')]","[29, 19, 19, 19, 19, 40, 13, 19, 19, 40, 19, 40, 16, 13, 19, 24]"
27,"['no', 'separate', 'calculi', 'or', 'maasai', 'language', 'in', 'the', 'visual', 'part', 'of', 'the', 'structure', 'of', 'right', 'ureter', '.']","[ 113  806    1   34    1  283   11    6 2060   95    9    6  641    9
  525    1    8]","['no', 'separate', 'calculi', 'or', 'maasai', 'language', 'in', 'the', 'visual', 'part', 'of', 'the', 'structure', 'of', 'right', 'ureter', '.']","[ 113  806    1   34    1  283   11    6 2060   95    9    6  641    9
  525    1    8]",[],[],"[('no', 'DT'), ('separate', 'JJ'), ('calculi', 'NN'), ('or', 'CC'), ('maasai', 'JJ'), ('language', 'NN'), ('in', 'IN'), ('the', 'DT'), ('visual', 'JJ'), ('part', 'NN'), ('of', 'IN'), ('the', 'DT'), ('structure', 'NN'), ('of', 'IN'), ('right', 'JJ'), ('ureter', 'NN'), ('.', '.')]","[16, 13, 19, 33, 13, 19, 40, 16, 13, 19, 40, 16, 19, 40, 13, 19, 24]"
